Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,6/30/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Australia,AUS,"Population ages 15-19, male (% of male population)",SP.POP.1519.MA.5Y,7.578411127,7.893753722,8.264136958,8.631799456,8.91921521,9.088506375,9.244378489,9.232745713,9.08157866,8.894510549,8.774544402,8.822272732,8.925406997,9.027783754,9.083891317,9.095375587,9.140097879,9.185896881,9.211061713,9.190754377,9.119738095,9.042840885,8.904709408,8.739906995,8.600633525,8.514428748,8.461895294,8.476319619,8.513292032,8.499813029,8.396724195,8.221103,7.96447095,7.676868263,7.433843411,7.275783496,7.108976307,7.029858011,7.022733754,7.042250213,7.054255514,7.145557056,7.186251463,7.176316784,7.142975966,7.112930408,7.239735292,7.305539962,7.279857354,7.165552146,6.996714254,6.922748098,6.838838784,6.720079152,6.567265336,6.404429889,6.290805489,6.203366613,6.144866668,6.11811786,6.122513264
Australia,AUS,Women who were first married by age 15 (% of women ages 20-24),SP.M15.2024.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,AUS,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,200.01,198.798,203.46,202.327,209.646,207.713,206.009,206.32,209.072,206.545,208.409,197.846,194.619,192.443,196.525,189.266,185.176,177.915,174.401,169.626,165.1,160.649,157.021,148.861,145.955,142.205,136.867,136.15,132.616,130.174,123.906,118.763,116.61,112.772,112.33,108.979,107.832,104.411,103.662,101.033,97.967,93.793,90.811,89.052,86.332,85.447,82.945,84.729,81.993,81.768,78.634,78.281,75.68,75.444,76.85,78.264,75.835,74.463,73.167,,
Australia,AUS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.58,10.73,10.87,9.72,8.47,8.51,8.36,7.68,6.87,6.28,6.74,6.37,5.93,5.4,5.03,4.78,4.38,4.23,5.56,5.21,5.08,5.22,5.66,6.08,6.05,5.71,5.59,5.3,5.16,6.61
Australia,AUS,"Unemployment with advanced education, male (% of male labor force with advanced education)",SL.UEM.ADVN.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.160000086,,3.599999905,3.430000067,,3.900000095,3.470000029,3.519999981,3.839999914,3.369999886,3.059999943,2.140000105,2.069999933,2.390000105,4.019999981,3.089999914,2.869999886,2.670000076,3.529999971,,,,,,,
Australia,AUS,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.92,63.28,62.98,62.58,63.09,63.68,63.67,63.32,63.22,63,63.37,63.56,63.62,63.8,63.65,64.56,64.91,65.37,65.67,65.59,65.6,65.63,65.33,65.1,64.86,65.15,64.99,65.23,65.65,65.93,64.89
Australia,AUS,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.9,61.66,61.77,61.65,62.82,64.06,64.33,64.11,64.21,64.24,65.33,66.01,66.24,67.09,66.79,68.23,68.89,69.45,69.98,70.14,69.97,70.44,70.35,70.42,70.54,71.27,71.64,72.34,73.18,73.82,
Australia,AUS,"Children in employment, study and work, male (% of male children in employment, ages 7-14)",SL.TLF.0714.SW.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,AUS,"Child employment in manufacturing, male (% of male economically active children ages 7-14)",SL.MNF.0714.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,AUS,"Vulnerable employment, male (% of male employment) (modeled ILO estimate)",SL.EMP.VULN.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.30000037,14.86999965,15.22000039,14.76999998,14.5399999,14.76999968,14.63000047,14.60999972,14.65999997,14.91000021,15.11000007,15.50000036,15.18999988,14.98000032,14.79000019,14.4200003,14.11999962,13.69000024,13.92999955,14.00000046,13.69000024,12.91,12.72999974,13.02000019,13.08000034,12.9800002,12.79999962,12.81999984,12.70999996,
Australia,AUS,"Employment to population ratio, ages 15-24, total (%) (national estimate)",SL.EMP.1524.SP.NE.ZS,,,,,,,,,,,,,,,,,,,,61.33,63.13,63.92,61.82,58.24,59.11,60.42,61.17,60.65,61.51,64.05,62.72,57.48,56.01,55.98,58.66,60.75,60.45,58.95,59.76,60.75,61.69,61.14,61.02,61.82,62.16,63.29,63.7,64.13,64.51,61.18,60.52,60.39,59.6,58.66,57.7,58.45,58.34,58.47,59.85,60.11,56.76
Australia,AUS,Average transaction cost of sending remittances to a specific country (%),SI.RMT.COST.IB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,AUS,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,0.7,,,,,,1,,,,,,0.7,,1,0.5,,,,0.4,,0.3,,,,0.5,,,,,,
Australia,AUS,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1177.264404,1112.255005,1273.632446,1604.672363,1983.680298,2164.526367,2282.434082,2770.244385,2958.844727,2917.019287,3578.094971,4294.300781,4292.133789,3928.037109,3774.328857,3315.086426,3410.266113,3654.970947,3747.028809,,
Australia,AUS,Proportion of population pushed below the $3.20 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%),SH.UHC.NOP2.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,AUS,"Prevalence of wasting, weight for height, female (% of children under 5)",SH.STA.WAST.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,AUS,"Prevalence of overweight, weight for height (% of children under 5)",SH.STA.OWGH.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.9,,,,,,,,,,,,7.7,,,,,,,17.9,,,22,,,
Australia,AUS,"People with basic handwashing facilities including soap and water, rural (% of rural population)",SH.STA.HYGN.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,AUS,Risk of catastrophic expenditure for surgical care (% of people at risk),SH.SGR.CRSK.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,0.6,0.7,0.6,0.5,0.7,0.9,0.6,0.7,0.6,0.6,0.6,0.6,0.5,0.5,0.5,0.5,0.4
Australia,AUS,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,,,,,,,,,,,,,,,,,,,,,,,,68,68,68,68,68,77,85,86,86,86,86,86,87,87,85,82,88,91,92,94,94,94,94,94,94,94,94,94,94,94,94,94,95,95,95,95,95,
Australia,AUS,"People using safely managed drinking water services, urban (% of urban population)",SH.H2O.SMDW.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.16657468,98.16657468,98.16657468,98.22697175,98.28737894,98.34779627,98.40822372,98.4686613,98.52910901,98.58956685,98.65003482,98.71051291,98.77100114,98.78088466,98.79076818,98.80065171,98.80065171,98.80065171,,,
Australia,AUS,"Probability of dying among adolescents ages 15-19 years (per 1,000)",SH.DYN.1519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3,3,2.9,2.8,2.8,2.8,2.9,2.9,2.9,2.8,2.6,2.4,2.2,2.1,2,2,1.9,1.9,1.8,1.7,1.7,1.6,1.6,1.6,1.5,1.5,1.5,1.5,1.5,1.5,
Australia,AUS,Prevalence of anemia among children (% of children ages 6-59 months),SH.ANM.CHLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.8,11.7,11.6,11.6,11.6,11.6,11.6,11.7,11.6,11.6,11.6,11.6,11.5,11.5,11.6,11.8,12.1,12.4,12.8,13.3,
Australia,AUS,"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,AUS,"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,,,,,,,,,,,10.53777981,11.86938953,13.15151024,14.51799011,17.17841911,19.17365074,20.7694397,21.2997303,22.10744095,22.74505997,23.18691063,23.50572968,23.80385017,24.8176899,25.60969925,27.10421944,29.30487061,30.28842926,32.74365997,34.60802078,37.936409,41.56737137,43.17705917,65.18891144,67.32852936,72.27256775,77.95774841,83.65679169,,,,,,,,,,,,,,,,,,140.9517517,143.0235291,133.3377686,124.4397583,,
Australia,AUS,"Adolescents out of school, male (% of male lower secondary school age)",SE.SEC.UNER.LO.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.270020008,1.707720041,1.578580022,0.795149982,,,,,,,,,,,,,,,,,0.830600023,0.55201,,1.105460048,1.743819952,2.317090034,,
Australia,AUS,"Progression to secondary school, female (%)",SE.SEC.PROG.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,AUS,"Secondary education, pupils",SE.SEC.ENRL,,,,,,,,,,,1136960,,,,,,,,,,,,,,,,,,,,,,,2029407,2003504,2182085,2280274,2367692,,,,,,,,,,,,,,,,,,2709319,2662318,2650486,2379962,,
Australia,AUS,"Children out of school, male (% of male primary school age)",SE.PRM.UNER.MA.ZS,,,,,,,,,,,,3.572679996,,5.285270214,5.9573102,2.92118001,1.748700023,,,,,,0.874880016,1.680310011,3.570339918,3.755549908,3.201169968,2.752490044,2.143510103,2.027709961,2.311320066,2.890729904,3.122080088,3.516750097,3.834789991,5.265079975,4.975669861,5.559179783,5.968709946,6.622799873,6.926869869,,,3.998500109,3.494430065,,,,,,,2.722909927,2.364109993,,,,,0.34059,0.390359998,,
Australia,AUS,"Persistence to last grade of primary, total (% of cohort)",SE.PRM.PRSL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,AUS,"Gross intake ratio in first grade of primary education, total (% of relevant age group)",SE.PRM.GINT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,AUS,Primary school starting age (years),SE.PRM.AGES,,,,,,,,,,,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
Australia,AUS,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,AUS,Coverage of social safety net programs in 3rd quintile (% of population),per_sa_allsa.cov_q3_tot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,AUS,Adequacy of social protection and labor programs (% of total welfare of beneficiary households),per_allsp.adq_pop_tot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,AUS,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.58655201,24.31693071,20.70851312,18.20891066,20.19822835,21.74443309,20.67586338,20.9526523,21.86742192,21.66734567,20.68424737,21.24190595,20.82553727,21.84569045,21.13598459,21.5897676,21.04054248,21.82758894,21.44643093,21.9927219,24.01129593,21.79667242,23.30083168,24.3083626,23.99113738,23.5936398,22.6402075,20.66653679,21.83450521,21.69478471,22.46603019,23.91875263
Australia,AUS,GNI: linked series (current LCU),NY.GNP.MKTP.CN.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.89586E+11,3.97616E+11,4.05897E+11,4.31289E+11,4.5521E+11,4.77491E+11,5.08905E+11,5.36605E+11,5.69533E+11,6.0075E+11,6.42067E+11,6.85275E+11,7.3375E+11,7.78381E+11,8.36462E+11,8.88103E+11,9.57618E+11,1.03813E+12,1.12918E+12,1.21595E+12,1.25066E+12,1.35976E+12,1.45385E+12,1.49809E+12,1.5567E+12,1.59139E+12,1.62142E+12,1.71441E+12,1.78995E+12,1.8904E+12,1.94401E+12
Australia,AUS,GDP per capita (current US$),NY.GDP.PCAP.CD,,,1851.841851,1964.15047,2128.068355,2277.558398,2340.438685,2576.284509,2720.082609,2986.949507,3299.843207,3489.952294,3943.787639,4763.62839,6473.165153,6994.308218,7476.748748,7765.070544,8241.997276,9281.523356,10194.39454,11833.74321,12766.52225,11518.66852,12431.94585,11437.71314,11364.23946,11624.62096,14254.51356,17798.55637,18211.50006,18821.79526,18570.12046,17634.53475,18046.13648,20319.63063,21861.32551,23468.59683,21318.96417,20533.03506,21679.24784,19490.86111,20082.48327,23447.031,30430.67644,33999.24286,36044.92281,40960.05449,49601.65671,42772.35917,52022.1256,62517.83375,68012.1479,68150.10704,62510.79117,56755.72171,49971.13146,54027.96682,57354.96405,55057.2047,51812.15404
Australia,AUS,Discrepancy in expenditure estimate of GDP (constant LCU),NY.GDP.DISC.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,AUS,Adjusted net national income (constant 2010 US$),NY.ADJ.NNTY.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.86411E+11,,,,,,,,,,
Australia,AUS,Adjusted savings: carbon dioxide damage (% of GNI),NY.ADJ.DCO2.GN.ZS,,,,,,,,,,,0.956995517,0.972287249,0.922588373,0.876525681,0.709363564,0.735132024,0.729185221,0.818354806,0.901808864,0.890649236,0.959686958,0.943583024,0.96428288,1.065400802,1.092077472,1.261735584,1.299658761,1.398666938,1.215611597,1.090643932,1.065389272,1.073714515,1.150861343,1.283988083,1.293190657,1.214004334,1.246279403,1.205670713,1.405670808,1.536794439,1.517743955,1.71253001,1.791276522,1.557887533,1.269231421,1.217969003,1.247177212,1.173301507,1.023537078,1.217460941,1.014460302,0.871417302,0.803604808,0.781214545,0.850264708,0.962232424,1.14419919,1.080648096,1.047725442,1.112941405,
Australia,AUS,Chemicals (% of value added in manufacturing),NV.MNF.CHEM.ZS.UN,,,,6.801470588,6.885040684,6.87732342,6.726221755,7.08386277,7.130255807,7.075850978,6.947981084,6.797445255,6.945304438,7.080141976,7.072706509,6.698658953,6.581904199,6.721157851,7.303121456,7.373500496,7.386585461,7.570502715,7.731301409,7.950019273,8.043897029,8.075650611,8.119443046,8.342488026,8.356821533,7.808826117,7.303159841,7.834648418,8.603238866,8.898880313,8.863353935,7.920954738,7.920954739,8.815736741,8.226740711,8.40847657,8.372017759,8.284758039,7.539441059,6.901207234,6.980129333,7.131803658,7.307800466,6.83821076,7.029875341,7.977868655,8.697292997,8.873670122,8.490815836,8.475812749,8.985884638,9.183817027,9.135070156,8.15862718,8.388812384,,
Australia,AUS,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.209131877,3.182262326,3.053400782,3.263666646,3.349149777,3.021633065,3.392159576,3.243344481,3.038954458,3.061400552,3.119068182,3.503359969,3.948012139,2.888533759,3.062114492,2.883330027,2.726734442,2.201100136,2.338630424,2.291720397,2.197568265,2.276542366,2.254748049,2.278906495,2.216223655,2.372644114,2.403122994,2.704424891,2.458345956,2.121596985,1.897969113
Australia,AUS,Imports of goods and services (current LCU),NE.IMP.GNFS.CN,2332000000,2636000000,2243000000,2656000000,2920000000,3535000000,3683000000,3770000000,4224000000,4360000000,4871000000,5214000000,5325000000,5481000000,7964000000,10483000000,11137000000,14075000000,15308000000,18211000000,21385000000,25469000000,29555000000,29553000000,32018000000,40663000000,47052000000,48834000000,53920000000,62414000000,68953000000,67121000000,69360000000,79339000000,86262000000,98343000000,1.02318E+11,1.0495E+11,1.20412E+11,1.28932E+11,1.42773E+11,1.56098E+11,1.56754E+11,1.69812E+11,1.71497E+11,1.93754E+11,2.16328E+11,2.37397E+11,2.67352E+11,2.87226E+11,2.71168E+11,2.89987E+11,3.25825E+11,3.265E+11,3.43157E+11,3.49444E+11,3.57495E+11,3.63277E+11,3.96345E+11,4.21769E+11,3.98331E+11
Australia,AUS,Gross fixed capital formation (current US$),NE.GDI.FTOT.CD,,,5934595139,6366894389,7151976705,8078172248,8811737037,9568820697,10626049950,11511927427,13007055661,13854854967,15649532710,18556053812,25338246131,25150894442,27538131854,28454920853,31187683284,35993411337,39607799443,50231046093,56180072824,47065044455,50384894041,48802638644,51347929491,52930121758,65563154831,86060581386,86142362447,80087120320,74345151119,73306632940,77360083016,92392337392,96918816388,1.04721E+11,1.00553E+11,98873919037,1.07946E+11,88084683911,96159480954,1.21847E+11,1.63688E+11,1.8792E+11,2.07978E+11,2.34257E+11,2.97935E+11,2.56355E+11,3.10545E+11,3.6391E+11,4.24104E+11,4.39105E+11,3.94523E+11,3.54204E+11,3.0588E+11,3.18386E+11,3.48857E+11,3.24489E+11,2.99664E+11
Australia,AUS,Final consumption expenditure (constant LCU),NE.CON.TOTL.KN,1.83191E+11,1.87679E+11,1.92802E+11,2.02873E+11,2.15827E+11,2.2809E+11,2.37589E+11,2.49842E+11,2.64189E+11,2.77168E+11,2.94873E+11,3.07076E+11,3.18575E+11,3.32463E+11,3.50692E+11,3.70787E+11,3.79994E+11,3.95913E+11,4.04681E+11,4.12426E+11,4.20247E+11,4.35149E+11,4.55153E+11,4.66268E+11,4.752E+11,4.86522E+11,5.08684E+11,5.20717E+11,5.38021E+11,5.60713E+11,5.82618E+11,5.91351E+11,6.05461E+11,6.17772E+11,6.29437E+11,6.55686E+11,6.79232E+11,6.9784E+11,7.30907E+11,7.70741E+11,8.01411E+11,8.24098E+11,8.49585E+11,8.81719E+11,9.24904E+11,9.64145E+11,9.95187E+11,1.04397E+12,1.09067E+12,1.10606E+12,1.13796E+12,1.1817E+12,1.2188E+12,1.2359E+12,1.26333E+12,1.2932E+12,1.33343E+12,1.37259E+12,1.41449E+12,1.45068E+12,1.44306E+12
Australia,AUS,Commercial service exports (current US$),TX.VAL.SERV.CD.WT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8749310537,10010586953,10834418613,11311082757,12243858364,14181809312,16460767332,18902609546,18993659784,16933424946,18442319038,19467553346,17533713385,19060025688,23145253087,27261404024,29956607671,32554328973,39847364244,43056334510,39680009493,45663841243,51305289982,52655996691,52166823283,55610991576,54112153637,57211384671,64296388330,68589438632,70155304338,47725003051
Australia,AUS,Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,,,,6.052374499,7.704116144,9.540160365,10.22802324,11.4818313,15.58468365,17.85810929,22.57426792,21.62366883,18.99816927,17.33476904,20.50403137,22.43470624,19.73121624,20.24086385,15.41278157,15.22557184,17.45759662,17.4877109,19.35977616,20.18078033,18.73825857,18.13093287,18.17422738,17.78976663,23.86988076,26.07091922,25.3446135,23.53870061,21.27506524,20.03110921,17.77984485,20.26493725,18.80154443,18.6810631,20.06625472,20.91029038,19.6274302,19.3343557,18.24675669,18.56578798,19.81568537,23.00638254,27.36298855,29.08465916,27.8135739,27.69647291,33.95924775,36.6251495,34.12938179,38.22261498,37.02617716,32.18050413,31.52768685,29.67100124,27.43741814,32.75958183,
